StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,con,sex,age,moliv,faliv,sib,cuz,roma,sibliv,cuzliv,orient,init,sibgen,WTRso_1,WTRso_2,WTRso_3,WTRso_4,WTRso_5,WTRso_6,WTRso_7,WTRso_8,WTRso_9,WTRso_10,WTRos_1,WTRos_2,WTRos_3,WTRos_4,WTRos_5,WTRos_6,WTRos_7,WTRos_8,WTRos_9,WTRos_10,M0_1,M0_2,M0_3,M0_4,M0_5,M0_6,M0_7,M0_8,M0_9,M0_10,M0_11,M0_12,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q57_8,Q57_9,Q57_10,Q57_11,Q57_12,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q58_8,Q58_9,Q58_10,Q58_11,Q58_12,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,cond,init
2014-04-05 12:24:53,2014-04-05 12:29:35,0,201.237.60.114,,282,1,2014-04-05 12:29:35,R_6y7KSGslijeQc4J,,,,,,1,2,18,1,2,1,1,1,1,1,1,Carol,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,1,6,6,4,6,6,6,4,1,your mother,Carol
2014-04-05 12:33:34,2014-04-05 12:35:38,0,69.179.247.46,,124,1,2014-04-05 12:35:38,R_eQClXI3S2tw2PDD,,,,,,1,1,3,1,1,2,2,2,,,,Lizzie,,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,4,3,2,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Lizzie
2014-04-05 12:17:39,2014-04-05 12:40:43,0,216.204.199.154,,1384,1,2014-04-05 12:40:43,R_4UiIZZsVC3fyLoF,,,,,,1,2,9,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-05 12:53:38,2014-04-05 12:56:31,0,68.2.179.38,,173,1,2014-04-05 12:56:31,R_71YPoxb5wi8AHsx,,,,,,1,1,15,1,1,1,1,1,1,1,2,jenny,,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,1,5,5,5,5,1,,,,,,,,,,,,,your mother,jenny
2014-04-05 12:55:34,2014-04-05 12:58:19,0,98.193.123.169,,165,1,2014-04-05 12:58:19,R_7TzhgQQad5uqXDD,,,,,,1,1,13,2,1,1,1,2,1,1,,tabby,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,tabby
2014-04-05 13:23:38,2014-04-05 13:25:46,0,24.58.252.31,,128,1,2014-04-05 13:25:47,R_1ySahOW6LlFjYxL,,,,,,1,1,11,1,3,1,2,2,1,,,Deborah,,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,5,5,6,5,5,5,5,4,5,,,,,,,,,,,,,your mother,Deborah
2014-04-05 13:24:30,2014-04-05 13:28:02,0,173.172.11.75,,212,1,2014-04-05 13:28:02,R_2uIgpqQw42bN7hj,,,,,,1,1,13,1,1,1,1,2,1,1,,Billy,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,3,3,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Billy
2014-04-05 14:18:00,2014-04-05 14:20:49,0,70.193.2.145,,169,1,2014-04-05 14:20:49,R_eA1NqMxfqT8LbVj,,,,,,1,2,37,2,1,1,1,1,1,1,1,Gene,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,6,6,6,2,6,6,6,2,6,,,,,,,,,,,,,your romantic partner,Gene
2014-04-05 14:39:05,2014-04-05 14:43:22,0,76.125.201.124,,257,1,2014-04-05 14:43:22,R_40ZbQaWP13U2U6h,,,,,,1,2,36,1,1,1,1,1,1,1,1,Bill,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,1,1,6,6,6,6,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Bill
2014-04-05 14:43:35,2014-04-05 14:48:58,0,173.61.153.25,,323,1,2014-04-05 14:48:58,R_5by7UPiWQJzr4Lb,,,,,,1,2,16,1,1,1,1,1,1,1,1,richard,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,3,2,1,3,3,3,1,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,richard
2014-04-05 15:38:28,2014-04-05 15:43:55,0,108.212.120.92,,327,1,2014-04-05 15:43:55,R_abBNIrBwrP7Y6Oh,,,,,,1,2,7,1,1,1,1,1,1,1,1,sue,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,sue
2014-04-05 15:48:18,2014-04-05 15:51:34,0,137.99.165.98,,196,1,2014-04-05 15:51:34,R_6GuK3Rdk2CSTd6B,,,,,,1,1,8,1,1,1,1,2,1,1,,Tracy,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,5,5,2,5,5,5,3,6,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Tracy
2014-04-05 15:57:23,2014-04-05 16:03:41,0,23.117.210.121,,378,1,2014-04-05 16:03:41,R_b1no7QG9ORtN5Hf,,,,,,1,2,12,1,1,2,1,1,,1,1,Susan,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,4,6,6,4,6,6,6,1,3,,,,,,,,,,,,,your mother,Susan
2014-04-05 16:21:50,2014-04-05 16:25:14,0,64.107.84.180,,204,1,2014-04-05 16:25:14,R_a9PwSKF15gOtb8x,,,,,,1,2,2,1,1,1,1,1,1,1,1,Lyndsay,,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,4,6,6,5,6,6,3,5,2,your closest friend,Lyndsay
2014-04-05 16:33:49,2014-04-05 16:37:04,0,71.61.158.130,,195,1,2014-04-05 16:37:04,R_3gy4drIzjxeprr7,,,,,,1,2,12,1,1,1,1,1,1,1,1,Curtis,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,3,5,5,3,5,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-05 16:47:01,2014-04-05 16:52:00,0,98.235.75.178,,299,1,2014-04-05 16:52:00,R_6RwL9IGHjyP5tnD,,,,,,1,1,39,1,2,1,1,2,1,1,,Rick,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Rick
2014-04-05 16:58:30,2014-04-05 17:01:22,0,174.55.108.113,,172,1,2014-04-05 17:01:23,R_ahIfGv26Ma3Xdop,,,,,,1,2,18,1,2,1,1,1,1,1,1,Debbie,,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,4,6,6,5,6,6,4,6,2,your first cousin,
2014-04-05 17:16:19,2014-04-05 17:19:29,0,216.7.252.209,,190,1,2014-04-05 17:19:29,R_3DXoVCs6ZoPGTlz,,,,,,1,1,20,1,1,1,1,2,1,1,,John,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,4,4,3,3,5,3,5,,,,,,,,,,,,,your father,John
2014-04-05 18:29:43,2014-04-05 18:33:41,0,71.166.13.42,,238,1,2014-04-05 18:33:41,R_a2xxipF86MIeadn,,,,,,1,2,10,1,1,1,1,1,1,1,1,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,2,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-05 18:31:34,2014-04-05 18:35:25,0,75.14.219.78,,231,1,2014-04-05 18:35:25,R_ehNHF7orLjMWIa9,,,,,,1,1,14,1,2,1,1,1,1,1,2,Dawn,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,6,5,3,4,5,6,4,5,5,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Dawn
2014-04-05 18:46:58,2014-04-05 18:49:21,0,24.17.232.179,,143,1,2014-04-05 18:49:21,R_4GHkoaFSowcacn3,,,,,,1,1,7,1,1,1,2,2,1,,,Jordan,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,2,5,5,1,5,5,5,1,4,,,,,,,,,,,,,your closest friend,Jordan
2014-04-05 18:57:18,2014-04-05 18:59:56,0,50.102.117.188,,158,1,2014-04-05 18:59:56,R_bBDUOBkTkz6OLHv,,,,,,1,2,22,2,1,2,1,1,,1,1,lori,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,3,5,5,3,5,5,2,1,4,an acquaintance,lori
2014-04-05 18:57:50,2014-04-05 19:02:15,0,24.162.139.186,,265,1,2014-04-05 19:02:15,R_8ih3vUrTaH4WNKZ,,,,,,1,2,18,2,1,2,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,6,5,6,5,4,3,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-05 19:03:36,2014-04-05 19:07:35,0,50.157.249.11,,239,1,2014-04-05 19:07:35,R_7288eoY2Oj27r37,,,,,,1,1,20,1,1,1,1,1,1,1,2,Jamus,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-05 19:03:28,2014-04-05 19:12:34,0,24.14.75.30,,546,1,2014-04-05 19:12:34,R_6zCXaWTp5aw9G9D,,,,,,1,2,49,2,2,2,2,2,,,,Jimmy,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,3,5,5,2,5,6,5,1,3,,,,,,,,,,,,,an acquaintance,Jimmy
2014-04-05 19:34:51,2014-04-05 19:37:49,0,67.170.57.218,,178,1,2014-04-05 19:37:49,R_9nRCKWjFFIq5bud,,,,,,1,2,32,1,2,1,1,1,1,1,1,Jade,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,4,4,1,6,6,6,1,4,4,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-05 19:37:43,2014-04-05 19:43:27,0,71.199.225.141,,344,1,2014-04-05 19:43:27,R_dmzId2M3DQvHerr,,,,,,1,1,12,1,2,1,1,2,1,1,,Phillip,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,4,6,6,4,6,6,6,5,1,your oldest living sibling,Phillip
2014-04-05 19:41:32,2014-04-05 19:44:18,0,65.31.30.27,,166,1,2014-04-05 19:44:18,R_8i6O5O5iwvyW1Ip,,,,,,1,1,5,1,1,2,1,2,,1,,Tam,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,6,5,1,5,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Tam
2014-04-05 19:46:15,2014-04-05 19:48:24,0,96.37.222.149,,129,1,2014-04-05 19:48:24,R_4MChdLJFJayzObX,,,,,,1,2,39,1,2,1,1,1,1,1,1,Dave,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Dave
2014-04-05 19:47:49,2014-04-05 19:51:37,0,66.25.186.145,,228,1,2014-04-05 19:51:37,R_0lA3ANM09DOL2xD,,,,,,1,1,39,1,2,1,1,1,1,1,2,Rosa,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,5,5,5,4,5,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Rosa
2014-04-05 19:48:41,2014-04-05 19:52:44,0,63.155.51.226,,243,1,2014-04-05 19:52:44,R_dbXHPMN1aMNa9dH,,,,,,1,1,10,1,1,1,1,1,1,1,2,Becky,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,3,5,6,2,5,5,4,3,1,your mother,Becky
2014-04-05 19:48:46,2014-04-05 19:55:00,0,208.95.179.154,,374,1,2014-04-05 19:55:00,R_cvZd8PTTfUJZV8V,,,,,,1,2,11,1,1,1,1,1,1,1,1,Heather,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,5,3,3,5,2,3,3,3,6,,,,,,,,,,,,,an acquaintance,Heather
2014-04-05 20:22:10,2014-04-05 20:27:19,0,24.19.3.34,,309,1,2014-04-05 20:27:19,R_0SVpfBfUj6fayoZ,,,,,,1,2,14,1,1,1,1,1,1,1,1,Kat,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Kat
2014-04-05 20:25:50,2014-04-05 20:29:16,0,97.80.101.120,,206,1,2014-04-05 20:29:16,R_0NTlJaBi4zyIUF7,,,,,,1,2,13,1,1,1,1,1,1,1,1,Nick,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,4,1,1,3,3,1,3,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Nick
2014-04-05 20:38:55,2014-04-05 20:41:53,0,76.165.136.171,,178,1,2014-04-05 20:41:53,R_4MW8qk9JlScIenb,,,,,,1,2,7,1,1,1,1,1,1,1,1,Valerie,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,6,6,6,6,6,6,6,5,2,your mother,Valerie
2014-04-05 21:49:53,2014-04-05 21:52:14,0,174.96.111.129,,141,1,2014-04-05 21:52:14,R_eA33Be6q1rgKwy9,,,,,,1,2,8,1,1,1,1,1,1,1,1,Thomas,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,2,2,1,1,2,3,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Thomas
2014-04-05 22:16:40,2014-04-05 22:19:06,0,216.227.9.145,,146,1,2014-04-05 22:19:06,R_5cJWk90TCJ9UYp7,,,,,,1,2,5,2,2,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,2,3,5,3,4,4,4,3,3,a stranger,a stranger
2014-04-05 22:00:43,2014-04-05 22:26:53,0,172.242.88.118,,1570,1,2014-04-05 22:26:53,R_cAOa98lP4tl2bZz,,,,,,1,2,45,2,2,1,1,2,1,1,,,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,3,6,6,3,5,6,5,1,5,,,,,,,,,,,,,a stranger,a stranger
2014-04-05 22:32:12,2014-04-05 22:37:23,0,24.216.66.162,,311,1,2014-04-05 22:37:23,R_dj20m59ku0XF9d3,,,,,,1,2,24,2,2,1,1,1,1,1,1,Kelly,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,5,4,3,4,2,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-05 22:37:53,2014-04-05 22:42:56,0,75.243.25.101,,303,1,2014-04-05 22:42:56,R_bK1nfpMT5FVcIE5,,,,,,1,2,27,1,1,1,1,1,1,1,1,David,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,1,1,3,3,1,2,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,David
2014-04-05 22:47:51,2014-04-05 22:50:43,0,24.16.127.248,,172,1,2014-04-05 22:50:43,R_ekCJtvNR8tM0Ymh,,,,,,1,1,9,1,1,1,1,1,1,1,2,Moniece,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,2,1,1,3,3,1,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Moniece
2014-04-05 22:46:12,2014-04-05 22:54:09,0,173.17.125.131,,477,1,2014-04-05 22:54:09,R_3yNeSqNPBTZz1vn,,,,,,1,2,3,1,1,1,1,1,1,1,2,Emily,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,3,4,5,6,5,6,5,5,1,4,,,,,,,,,,,,,your closest friend,Emily
2014-04-05 22:56:22,2014-04-05 23:00:05,0,108.129.114.222,,223,1,2014-04-05 23:00:05,R_bqrFaMYPMISAB5H,,,,,,1,1,11,1,1,1,1,1,1,1,2,Bob,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,2,6,6,2,6,6,4,2,1,your father,Bob
2014-04-06 00:02:29,2014-04-06 00:06:31,0,24.94.247.241,,242,1,2014-04-06 00:06:31,R_0vSFUuobFCqtdSR,,,,,,1,2,13,1,1,1,1,1,1,1,1,john,,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,john
2014-04-06 00:09:30,2014-04-06 00:14:52,0,75.89.6.119,,322,1,2014-04-06 00:14:52,R_eD6Ye09dm8qjjVj,,,,,,1,1,42,1,2,1,1,1,1,1,1,Maureen,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Maureen
2014-04-06 00:19:08,2014-04-06 00:26:35,0,172.56.26.162,,447,1,2014-04-06 00:26:36,R_cBZsdbV2xyDnmBL,,,,,,1,1,6,1,1,2,2,2,,,,Brian,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,4,6,6,3,5,5,5,2,3,your father,Brian
2014-04-06 01:43:37,2014-04-06 01:46:02,0,71.57.4.154,,145,1,2014-04-06 01:46:02,R_82MR4aXCRjaytyl,,,,,,1,2,38,1,2,1,1,1,1,1,1,Jenny,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,5,6,6,5,6,6,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Jenny
2014-04-06 03:03:32,2014-04-06 03:07:51,0,98.197.205.96,,259,1,2014-04-06 03:07:51,R_1NWleNoCAVYHgvH,,,,,,1,1,22,1,2,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-06 03:10:56,2014-04-06 03:16:16,0,184.79.86.39,,320,1,2014-04-06 03:16:16,R_eo1GUfboRPZ01mJ,,,,,,1,2,17,1,1,1,1,1,1,1,1,jesse,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,5,5,6,5,5,6,6,5,4,,,,,,,,,,,,,your oldest living sibling,jesse
2014-04-06 03:48:20,2014-04-06 03:50:35,0,75.64.181.22,,135,1,2014-04-06 03:50:35,R_3eJ8tjFFyNkkePz,,,,,,1,2,7,1,1,1,1,1,1,1,1,Isaac,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,2,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-06 05:05:25,2014-04-06 05:07:54,0,76.116.249.102,,149,1,2014-04-06 05:07:55,R_ahfAKt4vSnDVDV3,,,,,,1,2,7,1,1,1,2,1,1,,2,Mike,,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,4,6,6,5,6,6,5,4,3,your father,Mike
2014-04-06 08:08:45,2014-04-06 08:12:19,0,24.15.58.66,,214,1,2014-04-06 08:12:19,R_9NMpbia1aY3qgFD,,,,,,1,2,14,1,1,1,1,1,1,1,1,,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-06 08:09:46,2014-04-06 08:13:01,0,98.246.17.87,,195,1,2014-04-06 08:13:01,R_3IwjuOPccJOn1e5,,,,,,1,1,14,1,1,1,1,1,1,1,2,Kelley,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,6,6,4,6,5,4,6,2,6,,,,,,,,,,,,,your romantic partner,Kelley
2014-04-06 08:25:46,2014-04-06 08:30:52,0,24.112.77.243,,306,1,2014-04-06 08:30:53,R_cwlptcyIOUHJz3D,,,,,,1,1,19,1,1,1,1,1,1,1,2,Austin,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Austin
2014-04-06 08:33:54,2014-04-06 08:38:46,0,75.211.48.214,,292,1,2014-04-06 08:38:46,R_5ngjEqv9I5XuVI9,,,,,,1,2,39,1,2,1,1,2,1,1,,,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,3,5,6,5,4,6,5,4,5,4,,,,,,,,,,,,,a stranger,a stranger
2014-04-06 09:28:15,2014-04-06 09:31:03,0,107.220.61.42,,168,1,2014-04-06 09:31:03,R_0HSm7k4CRrCp56R,,,,,,1,2,16,1,1,1,1,1,1,1,1,"Sabrina ",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,4,3,3,6,2,1,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,"Sabrina "
2014-04-06 10:27:06,2014-04-06 10:32:08,0,216.145.95.143,,302,1,2014-04-06 10:32:08,R_e9CDtoxsL3T8rlz,,,,,,1,2,22,1,2,1,1,1,1,1,1,,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,6,4,5,6,6,6,3,6,6,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-06 11:00:56,2014-04-06 11:03:19,0,173.69.133.60,,143,1,2014-04-06 11:03:19,R_bveO1GGg4KWzCAt,,,,,,1,2,15,1,1,1,1,1,1,1,1,Janet,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,6,6,6,5,6,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Janet
2014-04-06 11:08:50,2014-04-06 11:13:37,0,98.163.20.148,,287,1,2014-04-06 11:13:37,R_3wOatPjHSbHy5oh,,,,,,1,1,17,1,1,1,2,1,1,,2,ashley,,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,5,5,4,5,5,6,2,2,,,,,,,,,,,,,an acquaintance,ashley
